"","date_of_fire","latitude","longitude","time_of_fire","satellite","instrument","daynight","mean_elevation","mean_slope","mean_aspect","avg_windspeed","rain","avg_hum","avg_temp"
"890",2021-02-24,-33.9898,19.04405,2329,"N","VIIRS","N",585.57996,55.396019,275.89502,3.43,0,66.675,20.44
"891",2021-02-24,-33.95909,19.02272,2329,"N","VIIRS","N",1014.31,31.048027,7.8128209,3.43,0,66.675,20.44
"892",2021-02-24,-33.95532,19.02289,2329,"N","VIIRS","N",819.96002,25.354044,46.05492,3.43,0,66.675,20.44
"893",2021-02-24,-33.94515,19.00949,2329,"N","VIIRS","N",635.76996,38.464554,349.74197,3.43,0,66.675,20.44
"894",2021-02-24,-33.91247,19.03806,2329,"N","VIIRS","N",545.79999,46.87582,349.20657,3.43,0,66.675,20.44
"895",2021-02-24,-33.96652,19.02178,2329,"N","VIIRS","N",1414.9401,36.930019,20.482464,3.43,0,66.675,20.44
"896",2021-02-24,-33.92525,19.04508,2329,"N","VIIRS","N",429.31,36.359573,128.32944,3.43,0,66.675,20.44
"897",2021-02-24,-33.94155,19.01062,2329,"N","VIIRS","N",812.41565,35.028786,125.27001,3.43,0,66.675,20.44
"898",2021-02-24,-33.9544,19.018,2329,"N","VIIRS","N",797.31,32.41497,64.262421,3.43,0,66.675,20.44
"899",2021-02-24,-33.9398,19.00148,2329,"N","VIIRS","N",981.5,35.322342,213.98857,3.43,0,66.675,20.44
"900",2021-02-24,-33.97468,19.02462,2329,"N","VIIRS","N",1141.6704,20.352131,100.6318,3.43,0,66.675,20.44
"901",2021-02-24,-33.92442,19.04071,2329,"N","VIIRS","N",632.54999,39.674564,160.58585,3.43,0,66.675,20.44
"902",2021-02-24,-33.96382,19.02761,2329,"N","VIIRS","N",1277.1549,31.562363,295.50183,3.43,0,66.675,20.44
"903",2021-02-24,-34.00155,19.05248,2329,"N","VIIRS","N",1187.863,32.895668,315.06967,3.43,0,66.675,20.44
"904",2021-02-24,-33.95634,19.00823,2329,"N","VIIRS","N",1232.8199,26.352737,20.928856,3.43,0,66.675,20.44
"905",2021-02-24,-33.95261,19.00864,2329,"N","VIIRS","N",1040.33,15.091419,11.132746,3.43,0,66.675,20.44
"906",2021-02-24,-33.97108,19.02574,2329,"N","VIIRS","N",1145.88,21.813362,193.98126,3.43,0,66.675,20.44
"907",2021-02-24,-33.99294,19.06088,2329,"N","VIIRS","N",1072.5801,41.723042,329.66376,3.43,0,66.675,20.44
"908",2021-02-24,-33.92075,19.04145,2329,"N","VIIRS","N",750.94,14.05076,107.52866,3.43,0,66.675,20.44
"909",2021-02-24,-33.98908,19.06047,2329,"N","VIIRS","N",760.58002,47.231583,293.23138,3.43,0,66.675,20.44
"910",2021-02-24,-33.99191,19.05538,2329,"N","VIIRS","N",1065.03,17.265837,264.10837,3.43,0,66.675,20.44
"911",2021-02-24,-33.95728,19.01319,2329,"N","VIIRS","N",1244.8861,17.804884,32.886616,3.43,0,66.675,20.44
"912",2021-02-24,-33.95153,19.02297,2329,"N","VIIRS","N",726.51001,31.35342,275.40414,3.43,0,66.675,20.44
"913",2021-02-24,-33.96285,19.02248,2329,"N","VIIRS","N",1193.51,20.976255,14.469163,3.43,0,66.675,20.44
"914",2021-02-24,-33.91708,19.04218,2329,"N","VIIRS","N",719.37,13.097034,249.89886,3.43,0,66.675,20.44
"915",2021-02-24,-33.99565,19.05512,2329,"N","VIIRS","N",1081.01,19.478382,252.76695,3.43,0,66.675,20.44
"916",2021-02-24,-33.94425,19.00474,2329,"N","VIIRS","N",811.48004,42.267406,167.96907,3.43,0,66.675,20.44
"917",2021-02-24,-33.94068,19.00604,2329,"N","VIIRS","N",960.57001,14.520103,135.00792,3.43,0,66.675,20.44
"918",2021-02-24,-33.96746,19.02671,2329,"N","VIIRS","N",1425.5916,13.822365,351.94629,3.43,0,66.675,20.44
"919",2021-02-24,-33.93798,19.01188,2329,"N","VIIRS","N",922.71997,25.380682,247.1568,3.43,0,66.675,20.44
"920",2021-02-24,-33.9133,19.02249,2329,"N","VIIRS","N",578.052,40.290188,317.5845,3.43,0,66.675,20.44
"921",2021-02-24,-33.91153,19.03317,2329,"N","VIIRS","N",493.03998,28.221748,26.474289,3.43,0,66.675,20.44
"922",2021-02-24,-33.9134,19.04291,2329,"N","VIIRS","N",612.68005,25.417612,19.130091,3.43,0,66.675,20.44
"923",2021-02-25,-33.9532,19.0153,4,"Aqua","MODIS","N",1018.51,47.507114,80.765427,7.23,0,51.69,22.245
"924",2021-02-25,-33.9441,19.0179,4,"Aqua","MODIS","N",598.14398,31.949886,89.157867,7.23,0,51.69,22.245
"925",2021-02-25,-33.9748,19.0346,4,"Aqua","MODIS","N",1101.76,28.080721,54.75621,7.23,0,51.69,22.245
"926",2021-02-25,-33.9285,19.0446,4,"Aqua","MODIS","N",600.62,43.941486,67.410011,7.23,0,51.69,22.245
"927",2021-02-25,-33.9548,19.0269,4,"Aqua","MODIS","N",991.37,17.253401,277.91574,7.23,0,51.69,22.245
"928",2021-02-25,-33.9655,19.0361,4,"Aqua","MODIS","N",1296.1599,20.818029,37.941097,7.23,0,51.69,22.245
"929",2021-02-25,-33.9639,19.0242,4,"Aqua","MODIS","N",1216.28,25.311687,19.728502,7.23,0,51.69,22.245
"930",2021-02-25,-33.9873,19.0568,4,"Aqua","MODIS","N",728.63202,34.361824,32.264736,7.23,0,51.69,22.245
"931",2021-02-25,-33.9424,19.0056,4,"Aqua","MODIS","N",958.76837,17.478971,196.08733,7.23,0,51.69,22.245
"932",2021-02-25,-33.98507,19.0437,19,"N20","VIIRS","N",403.19,26.475677,165.82996,7.23,0,51.69,22.245
"933",2021-02-25,-33.92229,19.03846,19,"N20","VIIRS","N",726.57001,11.950018,161.78798,7.23,0,51.69,22.245
"934",2021-02-25,-33.91721,19.04125,19,"N20","VIIRS","N",715.74762,2.9412522,84.372513,7.23,0,51.69,22.245
"935",2021-02-25,-33.93897,19.00901,19,"N20","VIIRS","N",925,24.219006,55.802319,7.23,0,51.69,22.245
"936",2021-02-25,-33.91143,19.02306,19,"N20","VIIRS","N",521.98999,34.064034,304.10062,7.23,0,51.69,22.245
"937",2021-02-25,-33.95934,19.02324,19,"N20","VIIRS","N",1021.7072,22.413626,5.8629661,7.23,0,51.69,22.245
"938",2021-02-25,-33.97947,19.03452,19,"N20","VIIRS","N",1031.8024,15.434394,188.2682,7.23,0,51.69,22.245
"939",2021-02-25,-33.9543,19.02035,19,"N20","VIIRS","N",698.91003,31.120346,324.19574,7.23,0,51.69,22.245
"940",2021-02-25,-33.94978,19.0236,19,"N20","VIIRS","N",739.51001,36.661221,314.54681,7.23,0,51.69,22.245
"941",2021-02-25,-33.91301,19.04206,19,"N20","VIIRS","N",627.14996,30.024813,33.835533,7.23,0,51.69,22.245
"942",2021-02-25,-33.99158,19.06347,19,"N20","VIIRS","N",1122.5801,22.470661,314.54428,7.23,0,51.69,22.245
"943",2021-02-25,-33.95303,19.00552,19,"N20","VIIRS","N",1156.4801,25.150263,31.312578,7.23,0,51.69,22.245
"944",2021-02-25,-33.91196,19.03617,19,"N20","VIIRS","N",483.09003,26.611767,336.03952,7.23,0,51.69,22.245
"945",2021-02-25,-33.93832,19.00129,19,"N20","VIIRS","N",1061.1056,24.452137,194.66829,7.23,0,51.69,22.245
"946",2021-02-25,-33.99566,19.05523,19,"N20","VIIRS","N",1081.01,19.478382,252.76695,7.23,0,51.69,22.245
"947",2021-02-25,-33.92696,19.03688,19,"N20","VIIRS","N",777.39001,20.011499,31.503546,7.23,0,51.69,22.245
"948",2021-02-25,-33.99111,19.05809,19,"N20","VIIRS","N",954.58002,51.975559,31.606363,7.23,0,51.69,22.245
"949",2021-02-25,-33.91256,19.04282,19,"N20","VIIRS","N",580.28003,32.430695,25.924782,7.23,0,51.69,22.245
"950",2021-02-25,-33.99063,19.05254,19,"N20","VIIRS","N",983.84998,27.44552,25.647123,7.23,0,51.69,22.245
"951",2021-02-25,-33.96391,19.02069,19,"N20","VIIRS","N",1314.15,35.152287,42.848957,7.23,0,51.69,22.245
"952",2021-02-25,-33.94318,19.0022,19,"N20","VIIRS","N",903.5,46.549492,82.987282,7.23,0,51.69,22.245
"953",2021-02-25,-33.98663,19.06175,19,"N20","VIIRS","N",767.58002,57.024876,313.52481,7.23,0,51.69,22.245
"954",2021-02-25,-33.95357,19.01181,19,"N20","VIIRS","N",1167.5211,17.177019,19.697062,7.23,0,51.69,22.245
"955",2021-02-25,-33.91766,19.04036,19,"N20","VIIRS","N",732.12,15.116879,110.9941,7.23,0,51.69,22.245
"956",2021-02-25,-33.94848,19.00828,19,"N20","VIIRS","N",888.29999,28.372835,37.420033,7.23,0,51.69,22.245
"957",2021-02-25,-33.91244,19.03519,19,"N20","VIIRS","N",512.90002,34.440292,10.313505,7.23,0,51.69,22.245
"958",2021-02-25,-33.99606,19.05985,19,"N20","VIIRS","N",1226.3101,30.185307,243.55217,7.23,0,51.69,22.245
"959",2021-02-25,-33.91035,19.01818,19,"N20","VIIRS","N",589.89996,41.697468,349.07343,7.23,0,51.69,22.245
"960",2021-02-25,-33.92183,19.0395,19,"N20","VIIRS","N",742.59998,12.496844,107.10082,7.23,0,51.69,22.245
"961",2021-02-25,-33.94382,19.00977,19,"N20","VIIRS","N",713.96997,65.215042,137.84801,7.23,0,51.69,22.245
"962",2021-02-25,-33.9845,19.03712,19,"N20","VIIRS","N",483.37997,42.321236,186.1022,7.23,0,51.69,22.245
"963",2021-02-25,-33.97392,19.02581,19,"N20","VIIRS","N",1087.8928,28.650589,131.58986,7.23,0,51.69,22.245
"964",2021-02-25,-33.91086,19.0239,19,"N20","VIIRS","N",543.11682,39.588688,304.78998,7.23,0,51.69,22.245
"965",2021-02-25,-33.95981,19.02877,19,"N20","VIIRS","N",1198.25,33.645409,353.52966,7.23,0,51.69,22.245
"966",2021-02-25,-33.95874,19.01633,19,"N20","VIIRS","N",1124.5708,44.259098,73.791664,7.23,0,51.69,22.245
"967",2021-02-25,-33.91095,19.01718,19,"N20","VIIRS","N",628.15997,45.836723,349.1778,7.23,0,51.69,22.245
"968",2021-02-25,-33.96443,19.02681,19,"N20","VIIRS","N",1268.3549,37.189701,307.29474,7.23,0,51.69,22.245
"969",2021-02-25,-33.91136,19.02947,19,"N20","VIIRS","N",704.46997,36.421982,65.96315,7.23,0,51.69,22.245
"970",2021-02-25,-33.91189,19.02858,19,"N20","VIIRS","N",760.84998,17.215794,68.607498,7.23,0,51.69,22.245
"971",2021-02-25,-33.91542,19.02143,19,"N20","VIIRS","N",669.25,29.623957,356.71588,7.23,0,51.69,22.245
"972",2021-02-25,-33.95815,19.00934,19,"N20","VIIRS","N",1299.0901,17.521862,28.777695,7.23,0,51.69,22.245
"973",2021-02-25,-33.99478,19.0451,19,"N20","VIIRS","N",856.58002,68.341522,0.13880983,7.23,0,51.69,22.245
"974",2021-02-25,-33.95478,19.02595,19,"N20","VIIRS","N",929.42438,25.159876,277.5574,7.23,0,51.69,22.245
"975",2021-02-25,-33.91592,19.02695,19,"N20","VIIRS","N",855.07001,8.7959833,95.525024,7.23,0,51.69,22.245
"976",2021-02-25,-33.937,19.0155,928,"Terra","MODIS","D",909.90997,16.197903,94.446426,7.23,0,51.69,22.245
"977",2021-02-25,-33.9546,19.00607,1151,"N","VIIRS","D",1199.58,20.4648,17.265596,7.23,0,51.69,22.245
"978",2021-02-25,-33.94929,19.00665,1151,"N","VIIRS","D",979.63995,18.555086,20.39427,7.23,0,51.69,22.245
"979",2021-02-25,-33.98386,19.03974,1151,"N","VIIRS","D",508.47,42.506092,172.32307,7.23,0,51.69,22.245
"980",2021-02-25,-33.97461,19.02151,1151,"N","VIIRS","D",1222.25,44.664589,171.91689,7.23,0,51.69,22.245
"981",2021-02-25,-33.99883,19.05109,1151,"N","VIIRS","D",1029.98,34.937927,357.81528,7.23,0,51.69,22.245
"982",2021-02-25,-33.94391,19.00833,1151,"N","VIIRS","D",756,52.878914,168.80136,7.23,0,51.69,22.245
"983",2021-02-25,-33.99852,19.05552,1151,"N","VIIRS","D",1109.16,23.252502,294.94809,7.23,0,51.69,22.245
"984",2021-02-25,-33.94327,19.01108,1151,"N","VIIRS","D",655.96997,64.293358,146.90121,7.23,0,51.69,22.245
"985",2021-02-25,-33.96983,19.01439,1151,"N","VIIRS","D",1460.27,31.746536,24.671068,7.23,0,51.69,22.245
"986",2021-02-25,-33.9744,19.02442,1151,"N","VIIRS","D",1151.6704,24.914167,97.225349,7.23,0,51.69,22.245
"987",2021-02-25,-33.9437,19.01138,1151,"N","VIIRS","D",554.96997,23.488949,135.63881,7.23,0,51.69,22.245
"988",2021-02-25,-33.95363,19.0203,1151,"N","VIIRS","D",673.51001,5.7826958,3.744149,7.23,0,51.69,22.245
"989",2021-02-25,-33.96461,19.01369,1151,"N","VIIRS","D",1489.2301,18.850042,337.48529,7.23,0,51.69,22.245
"990",2021-02-25,-33.97483,19.0183,1151,"N","VIIRS","D",1240.51,44.874706,154.98552,7.23,0,51.69,22.245
"991",2021-02-25,-33.93859,19.00293,1151,"N","VIIRS","D",1059.9,29.074892,184.40956,7.23,0,51.69,22.245
"992",2021-02-25,-33.98362,19.04314,1151,"N","VIIRS","D",529.06,45.386192,169.03165,7.23,0,51.69,22.245
"993",2021-02-25,-33.939,19.00319,1151,"N","VIIRS","D",1035.5,27.019981,177.38168,7.23,0,51.69,22.245
"994",2021-02-25,-33.9435,19.00804,1151,"N","VIIRS","D",823.40802,50.040318,170.44263,7.23,0,51.69,22.245
"995",2021-02-25,-33.95341,19.02342,1151,"N","VIIRS","D",759.51001,40.916546,270.86417,7.23,0,51.69,22.245
"996",2021-02-25,-33.97936,19.02889,1151,"N","VIIRS","D",952.46002,36.394997,213.25394,7.23,0,51.69,22.245
"997",2021-02-25,-33.94372,19.00494,1151,"N","VIIRS","D",854.07721,35.378803,169.59081,7.23,0,51.69,22.245
"998",2021-02-25,-33.96488,19.00991,1151,"N","VIIRS","D",1394.0599,28.539721,283.99146,7.23,0,51.69,22.245
"999",2021-02-25,-33.97421,19.02721,1151,"N","VIIRS","D",1093.51,24.008907,206.12979,7.23,0,51.69,22.245
"1000",2021-02-25,-33.95486,19.00217,1151,"N","VIIRS","D",1205.63,7.2295156,326.93808,7.23,0,51.69,22.245
"1001",2021-02-25,-33.94944,19.00502,1241,"N20","VIIRS","D",985.66998,25.417454,356.09027,7.23,0,51.69,22.245
"1002",2021-02-25,-34.00064,19.05271,1241,"N20","VIIRS","D",1147.463,37.108517,358.87048,7.23,0,51.69,22.245
"1003",2021-02-25,-33.99717,19.05214,1241,"N20","VIIRS","D",987.84277,44.142597,241.00288,7.23,0,51.69,22.245
"1004",2021-02-25,-33.95367,19.00104,1241,"N20","VIIRS","D",1156.12,31.104712,298.18082,7.23,0,51.69,22.245
"1005",2021-02-25,-33.9529,19.00553,1241,"N20","VIIRS","D",1147.28,25.150263,37.640358,7.23,0,51.69,22.245
"1006",2021-02-25,-33.9539,19.02053,1241,"N20","VIIRS","D",682.31,23.553904,330.08728,7.23,0,51.69,22.245
"1007",2021-02-25,-33.96856,19.01799,1241,"N20","VIIRS","D",1495.64,8.7216396,254.05727,7.23,0,51.69,22.245
"1008",2021-02-25,-33.99792,19.04777,1241,"N20","VIIRS","D",1006.98,31.625502,122.3327,7.23,0,51.69,22.245
"1009",2021-02-25,-33.97124,19.01696,1241,"N20","VIIRS","D",1348.6504,37.322002,197.02577,7.23,0,51.69,22.245
"1010",2021-02-25,-34.00141,19.04826,1241,"N20","VIIRS","D",1092.8099,33.13763,48.311295,7.23,0,51.69,22.245
"1011",2021-02-25,-33.95636,19.00609,1241,"N20","VIIRS","D",1250.55,10.739444,70.548447,7.23,0,51.69,22.245
"1012",2021-02-25,-33.95711,19.00173,1241,"N20","VIIRS","D",1238.1904,10.458659,330.5946,7.23,0,51.69,22.245
"1013",2021-02-25,-33.97385,19.02242,1241,"N20","VIIRS","D",1257.6,25.655905,68.821472,7.23,0,51.69,22.245
"1014",2021-02-25,-33.94519,19.00902,1241,"N20","VIIRS","D",660.16998,39.381992,18.672356,7.23,0,51.69,22.245
"1015",2021-02-25,-33.94598,19.00438,1241,"N20","VIIRS","D",750.71002,27.202278,9.8125677,7.23,0,51.69,22.245
"1016",2021-02-25,-33.97971,19.02952,1241,"N20","VIIRS","D",937.45319,38.332516,192.97314,7.23,0,51.69,22.245
"1017",2021-02-25,-33.94346,19.0008,1331,"N","VIIRS","D",983.54517,34.164352,148.68277,7.23,0,51.69,22.245
"1018",2021-02-25,-33.9973,19.05259,1331,"N","VIIRS","D",1014.18,39.808186,255.39337,7.23,0,51.69,22.245
"1019",2021-02-25,-33.9733,19.01859,1331,"N","VIIRS","D",1311.0399,26.237831,219.63084,7.23,0,51.69,22.245
"1020",2021-02-25,-33.99182,19.0515,1331,"N","VIIRS","D",1036.64,7.3237739,19.585112,7.23,0,51.69,22.245
"1021",2021-02-25,-33.99385,19.06433,1331,"N","VIIRS","D",1260.3628,29.093084,297.6178,7.23,0,51.69,22.245
"1022",2021-02-25,-33.98412,19.02966,1331,"N","VIIRS","D",853.98999,16.752258,81.0625,7.23,0,51.69,22.245
"1023",2021-02-25,-33.99791,19.05468,1331,"N","VIIRS","D",1083.38,15.717323,301.1488,7.23,0,51.69,22.245
"1024",2021-02-25,-33.99956,19.04895,1331,"N","VIIRS","D",1046.2,19.709455,317.0372,7.23,0,51.69,22.245
"1025",2021-02-25,-33.99355,19.04551,1331,"N","VIIRS","D",662.58002,41.909592,17.803341,7.23,0,51.69,22.245
"1026",2021-02-25,-34.0045,19.0004,2131,"Terra","MODIS","N",801.26001,30.776239,338.47882,7.23,0,51.69,22.245
"1027",2021-02-25,-34.0029,19.0118,2131,"Terra","MODIS","N",1259.91,14.922533,20.101183,7.23,0,51.69,22.245
"1028",2021-02-25,-33.99971,18.99384,2310,"N","VIIRS","N",593.59998,34.210411,212.1813,7.23,0,51.69,22.245
"1029",2021-02-25,-33.97225,19.00316,2310,"N","VIIRS","N",978.44,26.474249,212.23996,7.23,0,51.69,22.245
"1030",2021-02-25,-34.00027,19.01769,2310,"N","VIIRS","N",1196.915,1.7112942,314.84677,7.23,0,51.69,22.245
"1031",2021-02-25,-34.00138,19.00109,2310,"N","VIIRS","N",638.13,36.868496,346.19489,7.23,0,51.69,22.245
"1032",2021-02-25,-33.97392,19.01035,2310,"N","VIIRS","N",1183.4399,24.145939,194.43304,7.23,0,51.69,22.245
"1033",2021-02-26,-34.00238,19.02592,0,"N20","VIIRS","N",1030.22,29.126053,340.00815,0.74,0,53.2,24.7
"1034",2021-02-26,-34.00663,19.00025,0,"N20","VIIRS","N",833.04498,46.528549,247.00055,0.74,0,53.2,24.7
"1035",2021-02-26,-34.00408,19.00975,0,"N20","VIIRS","N",1231.89,23.250801,226.77277,0.74,0,53.2,24.7
"1036",2021-02-26,-33.9999,19.0062,0,"N20","VIIRS","N",817.81995,41.143677,310.21078,0.74,0,53.2,24.7
"1037",2021-02-26,-34.00301,19.00115,0,"N20","VIIRS","N",723.94501,39.32135,307.16864,0.74,0,53.2,24.7
"1038",2021-02-26,-33.99935,19.00178,0,"N20","VIIRS","N",707.40002,34.495594,185.6167,0.74,0,53.2,24.7
"1039",2021-02-26,-33.98872,19.03623,0,"N20","VIIRS","N",474.28,34.152184,7.7160473,0.74,0,53.2,24.7
"1040",2021-02-26,-34.00719,19.00468,0,"N20","VIIRS","N",1081.094,41.596409,303.07742,0.74,0,53.2,24.7
"1041",2021-02-26,-33.99507,18.99742,0,"N20","VIIRS","N",821.53003,26.214989,174.77483,0.74,0,53.2,24.7
"1042",2021-02-26,-34.00301,19.03094,0,"N20","VIIRS","N",1170.6377,24.396671,49.54652,0.74,0,53.2,24.7
"1043",2021-02-26,-34.00044,19.01047,0,"N20","VIIRS","N",1156.85,39.17149,336.15536,0.74,0,53.2,24.7
"1044",2021-02-26,-33.99625,19.00684,0,"N20","VIIRS","N",932.69,30.95113,192.83743,0.74,0,53.2,24.7
"1045",2021-02-26,-33.99878,18.99716,0,"N20","VIIRS","N",663.63,17.786282,211.61659,0.74,0,53.2,24.7
"1046",2021-02-26,-33.97473,19.01397,0,"N20","VIIRS","N",1310.9,32.639271,74.338631,0.74,0,53.2,24.7
"1047",2021-02-26,-33.99349,19.04451,0,"N20","VIIRS","N",718.58002,46.444382,43.628036,0.74,0,53.2,24.7
"1048",2021-02-26,-33.98993,19.04595,0,"N20","VIIRS","N",829.58002,41.887711,262.96039,0.74,0,53.2,24.7
"1049",2021-02-26,-34.00245,18.99662,0,"N20","VIIRS","N",582.62,38.868797,17.009296,0.74,0,53.2,24.7
"1050",2021-02-26,-34.00355,19.00547,0,"N20","VIIRS","N",947.89001,50.039234,316.95978,0.74,0,53.2,24.7
"1051",2021-02-26,-33.99567,19.00219,0,"N20","VIIRS","N",846.07001,37.103149,173.07426,0.74,0,53.2,24.7
"1052",2021-02-26,-33.98934,19.04118,0,"N20","VIIRS","N",548.17999,22.56558,359.30774,0.74,0,53.2,24.7
"1053",2021-02-26,-33.99287,19.03953,0,"N20","VIIRS","N",817.90997,49.559444,8.2726173,0.74,0,53.2,24.7
"1054",2021-02-26,-33.99945,19.03231,0,"N20","VIIRS","N",816.79999,25.162012,351.87479,0.74,0,53.2,24.7
"1055",2021-02-26,-34.00606,18.99569,0,"N20","VIIRS","N",651.88995,31.776569,350.73477,0.74,0,53.2,24.7
"1056",2021-02-26,-33.99981,18.99879,51,"N","VIIRS","N",604.59998,21.388073,218.40254,0.74,0,53.2,24.7
"1057",2021-02-26,-34.00783,19.02851,51,"N","VIIRS","N",1204.13,31.868923,285.02148,0.74,0,53.2,24.7
"1058",2021-02-26,-34.00724,19.03264,51,"N","VIIRS","N",1236.5032,38.18243,39.945309,0.74,0,53.2,24.7
"1059",2021-02-26,-34.00046,19.0268,51,"N","VIIRS","N",996.01996,73.048866,268.57156,0.74,0,53.2,24.7
"1060",2021-02-26,-34.00003,19.00831,51,"N","VIIRS","N",899.30859,58.28783,313.55252,0.74,0,53.2,24.7
"1061",2021-02-26,-33.97076,19.01031,51,"N","VIIRS","N",1373.88,34.295959,217.66388,0.74,0,53.2,24.7
"1062",2021-02-26,-34.00663,18.99995,51,"N","VIIRS","N",794.20001,36.987095,280.05173,0.74,0,53.2,24.7
"1063",2021-02-26,-33.9997,19.0212,51,"N","VIIRS","N",1106.8,39.945972,17.492554,0.74,0,53.2,24.7
"1064",2021-02-26,-34.00016,19.01403,51,"N","VIIRS","N",1221.78,26.729713,14.715956,0.74,0,53.2,24.7
"1065",2021-02-26,-33.99951,19.01081,51,"N","VIIRS","N",1131.8,38.341236,237.56319,0.74,0,53.2,24.7
"1066",2021-02-26,-33.99989,19.0317,51,"N","VIIRS","N",882.27002,58.390144,20.926949,0.74,0,53.2,24.7
"1067",2021-02-26,-33.99934,19.00141,51,"N","VIIRS","N",697.59998,28.015289,210.10643,0.74,0,53.2,24.7
"1068",2021-02-26,-34.00651,18.99317,51,"N","VIIRS","N",725.20044,44.840736,343.93585,0.74,0,53.2,24.7
"1069",2021-02-26,-33.97064,19.00459,51,"N","VIIRS","N",1245.4399,52.449409,206.25241,0.74,0,53.2,24.7
"1070",2021-02-26,-33.97744,19.00561,51,"N","VIIRS","N",1319.4132,18.831345,346.04337,0.74,0,53.2,24.7
"1071",2021-02-26,-33.99923,18.99579,51,"N","VIIRS","N",617.40002,23.860418,180.97002,0.74,0,53.2,24.7
"1072",2021-02-26,-34.0071,19.0247,51,"N","VIIRS","N",1204.2101,13.700009,4.7824197,0.74,0,53.2,24.7
"1073",2021-02-26,-33.97807,19.00943,51,"N","VIIRS","N",1360.26,25.985323,318.1366,0.74,0,53.2,24.7
"1074",2021-02-26,-34.00708,18.9967,51,"N","VIIRS","N",746.15997,43.247562,261.43967,0.74,0,53.2,24.7
"1075",2021-02-26,-34.00064,19.03439,51,"N","VIIRS","N",958.72998,50.567345,273.36707,0.74,0,53.2,24.7
"1076",2021-02-26,-33.99942,19.00612,51,"N","VIIRS","N",794.40002,36.061066,280.7287,0.74,0,53.2,24.7
"1077",2021-02-26,-33.9909,18.9883,833,"Terra","MODIS","D",710.91003,23.757164,229.89844,0.74,0,53.2,24.7
"1078",2021-02-26,-34.0041,19.0014,833,"Terra","MODIS","D",780.26001,36.265862,331.97427,0.74,0,53.2,24.7
"1079",2021-02-26,-34.0012,18.9854,833,"Terra","MODIS","D",695.82477,32.868744,26.768253,0.74,0,53.2,24.7
"1080",2021-02-26,-33.9878,18.9716,833,"Terra","MODIS","D",401.73001,15.565209,267.2088,0.74,0,53.2,24.7
"1081",2021-02-26,-33.9939,19.005,833,"Terra","MODIS","D",1102.4464,61.520241,220.39668,0.74,0,53.2,24.7
"1082",2021-02-26,-33.99162,18.89945,1132,"N","VIIRS","D",441.92999,40.710808,205.0901,0.74,0,53.2,24.7
"1083",2021-02-26,-33.98506,18.89926,1132,"N","VIIRS","D",807.42999,32.404976,283.87466,0.74,0,53.2,24.7
"1084",2021-02-26,-34.0029,18.98449,1132,"N","VIIRS","D",826.59998,18.635258,358.97153,0.74,0,53.2,24.7
"1085",2021-02-26,-34.00185,19.00851,1132,"N","VIIRS","D",1083.89,62.337822,314.76288,0.74,0,53.2,24.7
"1086",2021-02-26,-33.9913,18.91721,1132,"N","VIIRS","D",909.10004,42.925156,183.16951,0.74,0,53.2,24.7
"1087",2021-02-26,-33.99069,18.93399,1132,"N","VIIRS","D",773.28998,40.248123,75.785309,0.74,0,53.2,24.7
"1088",2021-02-26,-33.97078,18.9189,1132,"N","VIIRS","D",331.70999,10.199245,144.90092,0.74,0,53.2,24.7
"1089",2021-02-26,-33.984,18.9318,1132,"N","VIIRS","D",660.82001,17.000032,20.284227,0.74,0,53.2,24.7
"1090",2021-02-26,-33.96989,18.9468,1132,"N","VIIRS","D",370.5,9.0864286,215.00192,0.74,0,53.2,24.7
"1091",2021-02-26,-33.983,18.9625,1132,"N","VIIRS","D",373.58002,9.1438894,218.80186,0.74,0,53.2,24.7
"1092",2021-02-26,-34.0028,18.98077,1132,"N","VIIRS","D",778.37,16.530367,125.23192,0.74,0,53.2,24.7
"1093",2021-02-26,-33.9973,18.94148,1132,"N","VIIRS","D",884.90997,26.263578,44.150871,0.74,0,53.2,24.7
"1094",2021-02-26,-33.97019,18.93734,1132,"N","VIIRS","D",263.12,7.3784137,293.90494,0.74,0,53.2,24.7
"1095",2021-02-26,-33.98432,18.92212,1132,"N","VIIRS","D",778.66998,30.659119,23.870546,0.74,0,53.2,24.7
"1096",2021-02-26,-33.97761,18.91842,1132,"N","VIIRS","D",645.51318,25.741333,41.644238,0.74,0,53.2,24.7
"1097",2021-02-26,-33.99055,18.94004,1132,"N","VIIRS","D",596.06,33.459023,324.16516,0.74,0,53.2,24.7
"1098",2021-02-26,-33.99083,18.93137,1132,"N","VIIRS","D",920.08997,28.74976,62.370235,0.74,0,53.2,24.7
"1099",2021-02-26,-33.98975,18.96763,1132,"N","VIIRS","D",335.54001,7.4269056,339.23859,0.74,0,53.2,24.7
"1100",2021-02-26,-33.99044,18.9429,1132,"N","VIIRS","D",584.71997,34.471416,340.40714,0.74,0,53.2,24.7
"1101",2021-02-26,-34.00154,19.01776,1132,"N","VIIRS","D",1215.1499,14.014176,24.548088,0.74,0,53.2,24.7
"1102",2021-02-26,-33.99741,18.93863,1132,"N","VIIRS","D",985,32.741577,54.777359,0.74,0,53.2,24.7
"1103",2021-02-26,-33.99666,18.96439,1132,"N","VIIRS","D",637.64996,29.385237,2.8889611,0.74,0,53.2,24.7
"1104",2021-02-26,-33.97774,18.91454,1132,"N","VIIRS","D",829.13,29.637764,41.635052,0.74,0,53.2,24.7
